experiment,experiment_version,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
Experiment 26,6 Layers,28.0,"[[(0.0, 28.0)], [(20, 8.0)], [(3, 1), (17, 11.0)], [(7, 1), (15, 13.0)], [(0.0, 4.0), (5, 1), (8, 8), (17, 1), (21, 7.0)], [(0.0, 3.0), (5, 6), (13, 2), (16, 1), (19, 9.0)], [(0.0, 3.0), (5, 2), (13, 3), (19, 9.0)], [(0.0, 5.0), (26, 2.0)], [(0.0, 5.0), (27, 1.0)], [(0.0, 5.0), (27, 1.0)], [(0.0, 17.0), (19, 4)], [(0.0, 16.0), (19, 5), (27, 1.0)], [(0.0, 13.0), (15, 3), (19, 1), (21, 4)], [(0.0, 28.0)]]","[[28.0], [8.0], [1, 11.0], [1, 13.0], [4.0, 1, 8, 1, 7.0], [3.0, 6, 2, 1, 9.0], [3.0, 2, 3, 9.0], [5.0, 2.0], [5.0, 1.0], [5.0, 1.0], [17.0, 4], [16.0, 5, 1.0], [13.0, 3, 1, 4], [28.0]]","[(0, 0.0, 0.0), (1, 20, 0.7142857142857143), (2, 16, 0.5714285714285714), (3, 14, 0.5), (4, 7, 0.25), (5, 7, 0.25), (6, 11, 0.39285714285714285), (7, 21, 0.75), (8, 22, 0.7857142857142857), (9, 22, 0.7857142857142857), (10, 7, 0.25), (11, 6, 0.21428571428571427), (12, 7, 0.25), (13, 0.0, 0.0)]","[(1, 20.0, 20.0, 1.0, 0, 20), (2, 16.0, 17.0, 0.9411764705882353, 0, 17), (3, 14.0, 15.0, 0.9333333333333333, 0, 15), (4, 7.0, 17.0, 0.4117647058823529, 4, 21), (5, 7.0, 16.0, 0.4375, 3, 19), (6, 11.0, 16.0, 0.6875, 3, 19), (7, 21.0, 21.0, 1.0, 5, 26), (8, 22.0, 22.0, 1.0, 5, 27), (9, 22.0, 22.0, 1.0, 5, 27), (10, 7.0, 11.0, 0.6363636363636364, 17, 28), (11, 6.0, 11.0, 0.5454545454545454, 16, 27), (12, 7.0, 15.0, 0.4666666666666667, 13, 28)]",160,2,25.168999910354614,0.0
Experiment 27,4 Layers,20.0,"[[(0.0, 20.0)], [(3, 1), (9, 3), (15, 5.0)], [(11, 9.0)], [(13, 7.0)], [(12, 8.0)], [(12, 8.0)], [(11, 9.0)], [(0.0, 3.0), (8, 1)], [(0.0, 6.0)], [(0.0, 3.0)], [(0.0, 5.0), (18, 2.0)], [(0.0, 5.0), (18, 2.0)], [(0.0, 3.0)], [(0.0, 20.0)]]","[[20.0], [1, 3, 5.0], [9.0], [7.0], [8.0], [8.0], [9.0], [3.0, 1], [6.0], [3.0], [5.0, 2.0], [5.0, 2.0], [3.0], [20.0]]","[(0, 0.0, 0.0), (1, 11, 0.55), (2, 11, 0.55), (3, 13, 0.65), (4, 12, 0.6), (5, 12, 0.6), (6, 11, 0.55), (7, 16, 0.8), (8, 14, 0.7), (9, 17, 0.85), (10, 13, 0.65), (11, 13, 0.65), (12, 17, 0.85), (13, 0.0, 0.0)]","[(1, 11.0, 15.0, 0.7333333333333333, 0, 15), (2, 11.0, 11.0, 1.0, 0, 11), (3, 13.0, 13.0, 1.0, 0, 13), (4, 12.0, 12.0, 1.0, 0, 12), (5, 12.0, 12.0, 1.0, 0, 12), (6, 11.0, 11.0, 1.0, 0, 11), (7, 16.0, 17.0, 0.9411764705882353, 3, 20), (8, 14.0, 14.0, 1.0, 6, 20), (9, 17.0, 17.0, 1.0, 3, 20), (10, 13.0, 13.0, 1.0, 5, 18), (11, 13.0, 13.0, 1.0, 5, 18), (12, 17.0, 17.0, 1.0, 3, 20)]",160,2,8.61900019645691,0.0
Experiment 27,5 Layers,24.0,"[[(0.0, 24.0)], [(18, 6.0)], [(18, 6.0)], [(6, 1), (18, 6.0)], [(12, 1), (18, 6.0)], [(0.0, 3.0), (5, 4), (21, 3.0)], [(0.0, 4.0), (6, 1), (14, 1), (17, 1), (23, 1.0)], [(0.0, 7.0), (17, 1), (23, 1.0)], [(0.0, 8.0), (23, 1.0)], [(0.0, 13.0), (16, 4)], [(0.0, 14.0), (16, 4)], [(0.0, 14.0), (17, 3), (22, 1)], [(0.0, 8.0), (11, 1), (14, 3), (18, 1)], [(0.0, 24.0)]]","[[24.0], [6.0], [6.0], [1, 6.0], [1, 6.0], [3.0, 4, 3.0], [4.0, 1, 1, 1, 1.0], [7.0, 1, 1.0], [8.0, 1.0], [13.0, 4], [14.0, 4], [14.0, 3, 1], [8.0, 1, 3, 1], [24.0]]","[(0, 0.0, 0.0), (1, 18, 0.75), (2, 18, 0.75), (3, 17, 0.7083333333333334), (4, 17, 0.7083333333333334), (5, 14, 0.5833333333333334), (6, 16, 0.6666666666666666), (7, 15, 0.625), (8, 15, 0.625), (9, 7, 0.2916666666666667), (10, 6, 0.25), (11, 6, 0.25), (12, 11, 0.4583333333333333), (13, 0.0, 0.0)]","[(1, 18.0, 18.0, 1.0, 0, 18), (2, 18.0, 18.0, 1.0, 0, 18), (3, 17.0, 18.0, 0.9444444444444444, 0, 18), (4, 17.0, 18.0, 0.9444444444444444, 0, 18), (5, 14.0, 18.0, 0.7777777777777778, 3, 21), (6, 16.0, 19.0, 0.8421052631578947, 4, 23), (7, 15.0, 16.0, 0.9375, 7, 23), (8, 15.0, 15.0, 1.0, 8, 23), (9, 7.0, 11.0, 0.6363636363636364, 13, 24), (10, 6.0, 10.0, 0.6, 14, 24), (11, 6.0, 10.0, 0.6, 14, 24), (12, 11.0, 16.0, 0.6875, 8, 24)]",160,2,30.564000129699707,0.0
Experiment 27,6 Layers,26.0,"[[(0.0, 26.0)], [(11, 15.0)], [(18, 8.0)], [(16, 10.0)], [(0.0, 2.0), (9, 5), (15, 3), (19, 7.0)], [(0.0, 4.0), (5, 1), (7, 2), (12, 1), (14, 1), (19, 7.0)], [(0.0, 2.0), (3, 1), (8, 1), (10, 16.0)], [(0.0, 5.0), (24, 2.0)], [(0.0, 3.0), (24, 2.0)], [(0.0, 5.0), (25, 1.0)], [(0.0, 8.0), (11, 3), (17, 2), (23, 1)], [(0.0, 22.0), (23, 1)], [(0.0, 7.0), (10, 1), (17, 3)], [(0.0, 26.0)]]","[[26.0], [15.0], [8.0], [10.0], [2.0, 5, 3, 7.0], [4.0, 1, 2, 1, 1, 7.0], [2.0, 1, 1, 16.0], [5.0, 2.0], [3.0, 2.0], [5.0, 1.0], [8.0, 3, 2, 1], [22.0, 1], [7.0, 1, 3], [26.0]]","[(0, 0.0, 0.0), (1, 11, 0.4230769230769231), (2, 18, 0.6923076923076923), (3, 16, 0.6153846153846154), (4, 9, 0.34615384615384615), (5, 10, 0.38461538461538464), (6, 6, 0.23076923076923078), (7, 19, 0.7307692307692307), (8, 21, 0.8076923076923077), (9, 20, 0.7692307692307693), (10, 12, 0.46153846153846156), (11, 3, 0.11538461538461539), (12, 15, 0.5769230769230769), (13, 0.0, 0.0)]","[(1, 11.0, 11.0, 1.0, 0, 11), (2, 18.0, 18.0, 1.0, 0, 18), (3, 16.0, 16.0, 1.0, 0, 16), (4, 9.0, 17.0, 0.5294117647058824, 2, 19), (5, 10.0, 15.0, 0.6666666666666666, 4, 19), (6, 6.0, 8.0, 0.75, 2, 10), (7, 19.0, 19.0, 1.0, 5, 24), (8, 21.0, 21.0, 1.0, 3, 24), (9, 20.0, 20.0, 1.0, 5, 25), (10, 12.0, 18.0, 0.6666666666666666, 8, 26), (11, 3.0, 4.0, 0.75, 22, 26), (12, 15.0, 19.0, 0.7894736842105263, 7, 26)]",160,2,25.64800000190735,0.0
Experiment 28,4 Layers,18.0,"[[(0.0, 18.0)], [(10, 8.0)], [(14, 4.0)], [(10, 8.0)], [(14, 4.0)], [(8, 1), (13, 5.0)], [(10, 8.0)], [(0.0, 6.0)], [(0.0, 4.0), (8, 2)], [(0.0, 6.0), (12, 1), (17, 1.0)], [(0.0, 4.0)], [(0.0, 7.0), (17, 1.0)], [(0.0, 5.0), (9, 1)], [(0.0, 18.0)]]","[[18.0], [8.0], [4.0], [8.0], [4.0], [1, 5.0], [8.0], [6.0], [4.0, 2], [6.0, 1, 1.0], [4.0], [7.0, 1.0], [5.0, 1], [18.0]]","[(0, 0.0, 0.0), (1, 10, 0.5555555555555556), (2, 14, 0.7777777777777778), (3, 10, 0.5555555555555556), (4, 14, 0.7777777777777778), (5, 12, 0.6666666666666666), (6, 10, 0.5555555555555556), (7, 12, 0.6666666666666666), (8, 12, 0.6666666666666666), (9, 10, 0.5555555555555556), (10, 14, 0.7777777777777778), (11, 10, 0.5555555555555556), (12, 12, 0.6666666666666666), (13, 0.0, 0.0)]","[(1, 10.0, 10.0, 1.0, 0, 10), (2, 14.0, 14.0, 1.0, 0, 14), (3, 10.0, 10.0, 1.0, 0, 10), (4, 14.0, 14.0, 1.0, 0, 14), (5, 12.0, 13.0, 0.9230769230769231, 0, 13), (6, 10.0, 10.0, 1.0, 0, 10), (7, 12.0, 12.0, 1.0, 6, 18), (8, 12.0, 14.0, 0.8571428571428571, 4, 18), (9, 10.0, 11.0, 0.9090909090909091, 6, 17), (10, 14.0, 14.0, 1.0, 4, 18), (11, 10.0, 10.0, 1.0, 7, 17), (12, 12.0, 13.0, 0.9230769230769231, 5, 18)]",140,2,5.6509997844696045,0.0
Experiment 28,5 Layers,22.0,"[[(0.0, 22.0)], [(16, 6.0)], [(18, 4.0)], [(18, 4.0)], [(18, 4.0)], [(0.0, 6.0), (7, 5), (13, 1), (17, 1), (20, 2.0)], [(0.0, 6.0), (7, 3), (13, 1), (17, 1), (20, 2.0)], [(0.0, 6.0), (7, 3), (13, 1), (16, 2), (20, 2.0)], [(0.0, 6.0), (7, 3), (13, 3), (18, 4.0)], [(0.0, 7.0), (12, 1), (20, 2.0)], [(0.0, 7.0), (12, 1), (14, 3), (18, 2)], [(0.0, 7.0), (12, 1), (14, 3), (18, 2)], [(0.0, 7.0), (12, 1), (14, 2), (18, 2)], [(0.0, 22.0)]]","[[22.0], [6.0], [4.0], [4.0], [4.0], [6.0, 5, 1, 1, 2.0], [6.0, 3, 1, 1, 2.0], [6.0, 3, 1, 2, 2.0], [6.0, 3, 3, 4.0], [7.0, 1, 2.0], [7.0, 1, 3, 2], [7.0, 1, 3, 2], [7.0, 1, 2, 2], [22.0]]","[(0, 0.0, 0.0), (1, 16, 0.7272727272727273), (2, 18, 0.8181818181818182), (3, 18, 0.8181818181818182), (4, 18, 0.8181818181818182), (5, 7, 0.3181818181818182), (6, 9, 0.4090909090909091), (7, 8, 0.36363636363636365), (8, 6, 0.2727272727272727), (9, 12, 0.5454545454545454), (10, 9, 0.4090909090909091), (11, 9, 0.4090909090909091), (12, 10, 0.45454545454545453), (13, 0.0, 0.0)]","[(1, 16.0, 16.0, 1.0, 0, 16), (2, 18.0, 18.0, 1.0, 0, 18), (3, 18.0, 18.0, 1.0, 0, 18), (4, 18.0, 18.0, 1.0, 0, 18), (5, 7.0, 14.0, 0.5, 6, 20), (6, 9.0, 14.0, 0.6428571428571429, 6, 20), (7, 8.0, 14.0, 0.5714285714285714, 6, 20), (8, 6.0, 12.0, 0.5, 6, 18), (9, 12.0, 13.0, 0.9230769230769231, 7, 20), (10, 9.0, 15.0, 0.6, 7, 22), (11, 9.0, 15.0, 0.6, 7, 22), (12, 10.0, 15.0, 0.6666666666666666, 7, 22)]",140,2,1.2920000553131104,0.0
Experiment 28,6 Layers,22.0,"[[(0.0, 22.0)], [(17, 5.0)], [(17, 5.0)], [(16, 6.0)], [(0.0, 6.0), (8, 2), (12, 2), (15, 2), (18, 4.0)], [(0.0, 2.0), (4, 1), (6, 1), (9, 1), (12, 1), (15, 1), (17, 5.0)], [(0.0, 2.0), (4, 4), (9, 8), (18, 4.0)], [(0.0, 4.0), (7, 5), (14, 1), (16, 2), (21, 1.0)], [(0.0, 7.0), (10, 1), (13, 2), (16, 2), (21, 1.0)], [(0.0, 4.0), (6, 2), (15, 3), (21, 1.0)], [(0.0, 6.0), (8, 4)], [(0.0, 7.0)], [(0.0, 7.0), (12, 2)], [(0.0, 22.0)]]","[[22.0], [5.0], [5.0], [6.0], [6.0, 2, 2, 2, 4.0], [2.0, 1, 1, 1, 1, 1, 5.0], [2.0, 4, 8, 4.0], [4.0, 5, 1, 2, 1.0], [7.0, 1, 2, 2, 1.0], [4.0, 2, 3, 1.0], [6.0, 4], [7.0], [7.0, 2], [22.0]]","[(0, 0.0, 0.0), (1, 17, 0.7727272727272727), (2, 17, 0.7727272727272727), (3, 16, 0.7272727272727273), (4, 6, 0.2727272727272727), (5, 10, 0.45454545454545453), (6, 4, 0.18181818181818182), (7, 9, 0.4090909090909091), (8, 9, 0.4090909090909091), (9, 12, 0.5454545454545454), (10, 12, 0.5454545454545454), (11, 15, 0.6818181818181818), (12, 13, 0.5909090909090909), (13, 0.0, 0.0)]","[(1, 17.0, 17.0, 1.0, 0, 17), (2, 17.0, 17.0, 1.0, 0, 17), (3, 16.0, 16.0, 1.0, 0, 16), (4, 6.0, 12.0, 0.5, 6, 18), (5, 10.0, 15.0, 0.6666666666666666, 2, 17), (6, 4.0, 16.0, 0.25, 2, 18), (7, 9.0, 17.0, 0.5294117647058824, 4, 21), (8, 9.0, 14.0, 0.6428571428571429, 7, 21), (9, 12.0, 17.0, 0.7058823529411765, 4, 21), (10, 12.0, 16.0, 0.75, 6, 22), (11, 15.0, 15.0, 1.0, 7, 22), (12, 13.0, 15.0, 0.8666666666666667, 7, 22)]",140,2,26.48099994659424,0.0
Experiment 29,4 Layers,20.0,"[[(0.0, 20.0)], [(14, 6.0)], [(14, 6.0)], [(5, 2), (14, 6.0)], [(14, 6.0)], [(13, 7.0)], [(13, 7.0)], [(0.0, 4.0)], [(0.0, 7.0), (13, 1), (19, 1.0)], [(0.0, 4.0), (19, 1.0)], [(0.0, 4.0)], [(0.0, 8.0), (19, 1.0)], [(0.0, 7.0), (12, 1), (19, 1.0)], [(0.0, 20.0)]]","[[20.0], [6.0], [6.0], [2, 6.0], [6.0], [7.0], [7.0], [4.0], [7.0, 1, 1.0], [4.0, 1.0], [4.0], [8.0, 1.0], [7.0, 1, 1.0], [20.0]]","[(0, 0.0, 0.0), (1, 14, 0.7), (2, 14, 0.7), (3, 12, 0.6), (4, 14, 0.7), (5, 13, 0.65), (6, 13, 0.65), (7, 16, 0.8), (8, 11, 0.55), (9, 15, 0.75), (10, 16, 0.8), (11, 11, 0.55), (12, 11, 0.55), (13, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 14.0, 14.0, 1.0, 0, 14), (3, 12.0, 14.0, 0.8571428571428571, 0, 14), (4, 14.0, 14.0, 1.0, 0, 14), (5, 13.0, 13.0, 1.0, 0, 13), (6, 13.0, 13.0, 1.0, 0, 13), (7, 16.0, 16.0, 1.0, 4, 20), (8, 11.0, 12.0, 0.9166666666666666, 7, 19), (9, 15.0, 15.0, 1.0, 4, 19), (10, 16.0, 16.0, 1.0, 4, 20), (11, 11.0, 11.0, 1.0, 8, 19), (12, 11.0, 12.0, 0.9166666666666666, 7, 19)]",160,2,9.69599986076355,0.0
Experiment 29,5 Layers,26.0,"[[(0.0, 26.0)], [(20, 6.0)], [(19, 7.0)], [(20, 6.0)], [(21, 5.0)], [(0.0, 8.0), (9, 3), (14, 3), (18, 2), (22, 4.0)], [(0.0, 8.0), (11, 2), (16, 1), (18, 8.0)], [(0.0, 5.0), (8, 1), (12, 5), (19, 1), (23, 3.0)], [(0.0, 17.0), (23, 3.0)], [(0.0, 11.0), (18, 1), (25, 1.0)], [(0.0, 8.0), (10, 2), (14, 1), (17, 1)], [(0.0, 13.0), (25, 1.0)], [(0.0, 14.0), (25, 1.0)], [(0.0, 26.0)]]","[[26.0], [6.0], [7.0], [6.0], [5.0], [8.0, 3, 3, 2, 4.0], [8.0, 2, 1, 8.0], [5.0, 1, 5, 1, 3.0], [17.0, 3.0], [11.0, 1, 1.0], [8.0, 2, 1, 1], [13.0, 1.0], [14.0, 1.0], [26.0]]","[(0, 0.0, 0.0), (1, 20, 0.7692307692307693), (2, 19, 0.7307692307692307), (3, 20, 0.7692307692307693), (4, 21, 0.8076923076923077), (5, 6, 0.23076923076923078), (6, 7, 0.2692307692307692), (7, 11, 0.4230769230769231), (8, 6, 0.23076923076923078), (9, 13, 0.5), (10, 14, 0.5384615384615384), (11, 12, 0.46153846153846156), (12, 11, 0.4230769230769231), (13, 0.0, 0.0)]","[(1, 20.0, 20.0, 1.0, 0, 20), (2, 19.0, 19.0, 1.0, 0, 19), (3, 20.0, 20.0, 1.0, 0, 20), (4, 21.0, 21.0, 1.0, 0, 21), (5, 6.0, 14.0, 0.42857142857142855, 8, 22), (6, 7.0, 10.0, 0.7, 8, 18), (7, 11.0, 18.0, 0.6111111111111112, 5, 23), (8, 6.0, 6.0, 1.0, 17, 23), (9, 13.0, 14.0, 0.9285714285714286, 11, 25), (10, 14.0, 18.0, 0.7777777777777778, 8, 26), (11, 12.0, 12.0, 1.0, 13, 25), (12, 11.0, 11.0, 1.0, 14, 25)]",160,2,25.407999992370605,0.0
Experiment 29,6 Layers,23.0,"[[(0.0, 23.0)], [(4, 4), (9, 2), (15, 8.0)], [(6, 2), (12, 11.0)], [(2, 1), (12, 11.0)], [(0.0, 1.0), (18, 5.0)], [(0.0, 1.0), (14, 1), (18, 5.0)], [(0.0, 1.0), (18, 5.0)], [(0.0, 5.0), (6, 3), (10, 2), (13, 2), (20, 3.0)], [(0.0, 5.0), (6, 2), (11, 1), (17, 1), (20, 3.0)], [(0.0, 5.0), (6, 3), (13, 1), (17, 1), (21, 2.0)], [(0.0, 6.0)], [(0.0, 6.0), (20, 1)], [(0.0, 6.0)], [(0.0, 23.0)]]","[[23.0], [4, 2, 8.0], [2, 11.0], [1, 11.0], [1.0, 5.0], [1.0, 1, 5.0], [1.0, 5.0], [5.0, 3, 2, 2, 3.0], [5.0, 2, 1, 1, 3.0], [5.0, 3, 1, 1, 2.0], [6.0], [6.0, 1], [6.0], [23.0]]","[(0, 0.0, 0.0), (1, 9, 0.391304347826087), (2, 10, 0.43478260869565216), (3, 11, 0.4782608695652174), (4, 17, 0.7391304347826086), (5, 16, 0.6956521739130435), (6, 17, 0.7391304347826086), (7, 8, 0.34782608695652173), (8, 11, 0.4782608695652174), (9, 11, 0.4782608695652174), (10, 17, 0.7391304347826086), (11, 16, 0.6956521739130435), (12, 17, 0.7391304347826086), (13, 0.0, 0.0)]","[(1, 9.0, 15.0, 0.6, 0, 15), (2, 10.0, 12.0, 0.8333333333333334, 0, 12), (3, 11.0, 12.0, 0.9166666666666666, 0, 12), (4, 17.0, 17.0, 1.0, 1, 18), (5, 16.0, 17.0, 0.9411764705882353, 1, 18), (6, 17.0, 17.0, 1.0, 1, 18), (7, 8.0, 15.0, 0.5333333333333333, 5, 20), (8, 11.0, 15.0, 0.7333333333333333, 5, 20), (9, 11.0, 16.0, 0.6875, 5, 21), (10, 17.0, 17.0, 1.0, 6, 23), (11, 16.0, 17.0, 0.9411764705882353, 6, 23), (12, 17.0, 17.0, 1.0, 6, 23)]",160,2,121.35500001907349,0.0
