experiment,experiment_version,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
Experiment 12,6 Layers,23.0,"[[(0.0, 23.0)], [(9, 14.0)], [(9, 14.0)], [(7, 16.0)], [(0.0, 2.0), (14, 9.0)], [(0.0, 2.0), (13, 10.0)], [(0.0, 2.0), (14, 9.0)], [(0.0, 4.0), (22, 1.0)], [(0.0, 4.0), (20, 3.0)], [(0.0, 4.0), (20, 3.0)], [(0.0, 8.0), (9, 3), (13, 3), (17, 3), (21, 1)], [(0.0, 8.0), (9, 3), (13, 3), (17, 1), (19, 1), (21, 2.0)], [(0.0, 8.0), (9, 3), (13, 3), (17, 1), (19, 1), (21, 2.0)], [(0.0, 23.0)]]","[[23.0], [14.0], [14.0], [16.0], [2.0, 9.0], [2.0, 10.0], [2.0, 9.0], [4.0, 1.0], [4.0, 3.0], [4.0, 3.0], [8.0, 3, 3, 3, 1], [8.0, 3, 3, 1, 1, 2.0], [8.0, 3, 3, 1, 1, 2.0], [23.0]]","[(0, 0.0, 0.0), (1, 9, 0.391304347826087), (2, 9, 0.391304347826087), (3, 7, 0.30434782608695654), (4, 12, 0.5217391304347826), (5, 11, 0.4782608695652174), (6, 12, 0.5217391304347826), (7, 18, 0.782608695652174), (8, 16, 0.6956521739130435), (9, 16, 0.6956521739130435), (10, 5, 0.21739130434782608), (11, 5, 0.21739130434782608), (12, 5, 0.21739130434782608), (13, 0.0, 0.0)]","[(1, 9.0, 9.0, 1.0, 0, 9), (2, 9.0, 9.0, 1.0, 0, 9), (3, 7.0, 7.0, 1.0, 0, 7), (4, 12.0, 12.0, 1.0, 2, 14), (5, 11.0, 11.0, 1.0, 2, 13), (6, 12.0, 12.0, 1.0, 2, 14), (7, 18.0, 18.0, 1.0, 4, 22), (8, 16.0, 16.0, 1.0, 4, 20), (9, 16.0, 16.0, 1.0, 4, 20), (10, 5.0, 15.0, 0.3333333333333333, 8, 23), (11, 5.0, 13.0, 0.38461538461538464, 8, 21), (12, 5.0, 13.0, 0.38461538461538464, 8, 21)]",125,2,1.7009999752044678,0.0
Experiment 13,4 Layers,24.0,"[[(0.0, 24.0)], [(20, 4.0)], [(14, 10.0)], [(14, 10.0)], [(14, 10.0)], [(19, 5.0)], [(19, 5.0)], [(0.0, 7.0), (18, 1), (23, 1.0)], [(0.0, 7.0), (18, 1), (23, 1.0)], [(0.0, 7.0), (18, 2)], [(0.0, 7.0), (18, 6.0)], [(0.0, 7.0), (18, 6.0)], [(0.0, 7.0), (11, 3), (18, 6.0)], [(0.0, 24.0)]]","[[24.0], [4.0], [10.0], [10.0], [10.0], [5.0], [5.0], [7.0, 1, 1.0], [7.0, 1, 1.0], [7.0, 2], [7.0, 6.0], [7.0, 6.0], [7.0, 3, 6.0], [24.0]]","[(0, 0.0, 0.0), (1, 20, 0.8333333333333334), (2, 14, 0.5833333333333334), (3, 14, 0.5833333333333334), (4, 14, 0.5833333333333334), (5, 19, 0.7916666666666666), (6, 19, 0.7916666666666666), (7, 15, 0.625), (8, 15, 0.625), (9, 15, 0.625), (10, 11, 0.4583333333333333), (11, 11, 0.4583333333333333), (12, 8, 0.3333333333333333), (13, 0.0, 0.0)]","[(1, 20.0, 20.0, 1.0, 0, 20), (2, 14.0, 14.0, 1.0, 0, 14), (3, 14.0, 14.0, 1.0, 0, 14), (4, 14.0, 14.0, 1.0, 0, 14), (5, 19.0, 19.0, 1.0, 0, 19), (6, 19.0, 19.0, 1.0, 0, 19), (7, 15.0, 16.0, 0.9375, 7, 23), (8, 15.0, 16.0, 0.9375, 7, 23), (9, 15.0, 17.0, 0.8823529411764706, 7, 24), (10, 11.0, 11.0, 1.0, 7, 18), (11, 11.0, 11.0, 1.0, 7, 18), (12, 8.0, 11.0, 0.7272727272727273, 7, 18)]",175,2,8.093000173568726,0.0
Experiment 13,5 Layers,31.0,"[[(0.0, 31.0)], [(27, 4.0)], [(21, 10.0)], [(26, 5.0)], [(26, 5.0)], [(0.0, 7.0), (12, 2), (19, 1), (22, 4), (28, 3.0)], [(0.0, 7.0), (12, 2), (16, 5), (23, 4), (29, 2.0)], [(0.0, 7.0), (12, 2), (16, 5), (23, 8.0)], [(0.0, 7.0), (12, 2), (16, 4), (22, 4), (28, 3.0)], [(0.0, 12.0), (14, 5), (21, 1), (24, 4), (30, 1.0)], [(0.0, 12.0), (14, 2), (18, 5), (25, 4)], [(0.0, 12.0), (14, 2), (18, 5), (25, 6.0)], [(0.0, 12.0), (14, 2), (18, 4), (24, 4), (30, 1.0)], [(0.0, 31.0)]]","[[31.0], [4.0], [10.0], [5.0], [5.0], [7.0, 2, 1, 4, 3.0], [7.0, 2, 5, 4, 2.0], [7.0, 2, 5, 8.0], [7.0, 2, 4, 4, 3.0], [12.0, 5, 1, 4, 1.0], [12.0, 2, 5, 4], [12.0, 2, 5, 6.0], [12.0, 2, 4, 4, 1.0], [31.0]]","[(0, 0.0, 0.0), (1, 27, 0.8709677419354839), (2, 21, 0.6774193548387096), (3, 26, 0.8387096774193549), (4, 26, 0.8387096774193549), (5, 14, 0.45161290322580644), (6, 11, 0.3548387096774194), (7, 9, 0.2903225806451613), (8, 11, 0.3548387096774194), (9, 8, 0.25806451612903225), (10, 8, 0.25806451612903225), (11, 6, 0.1935483870967742), (12, 8, 0.25806451612903225), (13, 0.0, 0.0)]","[(1, 27.0, 27.0, 1.0, 0, 27), (2, 21.0, 21.0, 1.0, 0, 21), (3, 26.0, 26.0, 1.0, 0, 26), (4, 26.0, 26.0, 1.0, 0, 26), (5, 14.0, 21.0, 0.6666666666666666, 7, 28), (6, 11.0, 22.0, 0.5, 7, 29), (7, 9.0, 16.0, 0.5625, 7, 23), (8, 11.0, 21.0, 0.5238095238095238, 7, 28), (9, 8.0, 18.0, 0.4444444444444444, 12, 30), (10, 8.0, 19.0, 0.42105263157894735, 12, 31), (11, 6.0, 13.0, 0.46153846153846156, 12, 25), (12, 8.0, 18.0, 0.4444444444444444, 12, 30)]",175,2,12.22599983215332,0.0
Experiment 13,6 Layers,25.0,"[[(0.0, 25.0)], [(14, 11.0)], [(15, 10.0)], [(16, 9.0)], [(0.0, 2.0), (20, 5.0)], [(0.0, 2.0), (20, 5.0)], [(0.0, 2.0), (21, 4.0)], [(0.0, 7.0), (23, 2.0)], [(0.0, 7.0), (23, 2.0)], [(0.0, 7.0), (14, 1), (17, 2), (23, 2.0)], [(0.0, 12.0), (14, 3)], [(0.0, 12.0), (14, 3)], [(0.0, 12.0), (16, 1), (19, 2)], [(0.0, 25.0)]]","[[25.0], [11.0], [10.0], [9.0], [2.0, 5.0], [2.0, 5.0], [2.0, 4.0], [7.0, 2.0], [7.0, 2.0], [7.0, 1, 2, 2.0], [12.0, 3], [12.0, 3], [12.0, 1, 2], [25.0]]","[(0, 0.0, 0.0), (1, 14, 0.56), (2, 15, 0.6), (3, 16, 0.64), (4, 18, 0.72), (5, 18, 0.72), (6, 19, 0.76), (7, 16, 0.64), (8, 16, 0.64), (9, 13, 0.52), (10, 10, 0.4), (11, 10, 0.4), (12, 10, 0.4), (13, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 15.0, 15.0, 1.0, 0, 15), (3, 16.0, 16.0, 1.0, 0, 16), (4, 18.0, 18.0, 1.0, 2, 20), (5, 18.0, 18.0, 1.0, 2, 20), (6, 19.0, 19.0, 1.0, 2, 21), (7, 16.0, 16.0, 1.0, 7, 23), (8, 16.0, 16.0, 1.0, 7, 23), (9, 13.0, 16.0, 0.8125, 7, 23), (10, 10.0, 13.0, 0.7692307692307693, 12, 25), (11, 10.0, 13.0, 0.7692307692307693, 12, 25), (12, 10.0, 13.0, 0.7692307692307693, 12, 25)]",175,2,12.332000017166138,0.0
Experiment 14,4 Layers,20.0,"[[(0.0, 20.0)], [(10, 1), (15, 5.0)], [(4, 2), (10, 1), (15, 5.0)], [(12, 8.0)], [(14, 6.0)], [(6, 14.0)], [(12, 8.0)], [(0.0, 4.0)], [(0.0, 6.0)], [(0.0, 4.0), (18, 2.0)], [(0.0, 5.0), (12, 1), (19, 1.0)], [(0.0, 6.0)], [(0.0, 6.0)], [(0.0, 20.0)]]","[[20.0], [1, 5.0], [2, 1, 5.0], [8.0], [6.0], [14.0], [8.0], [4.0], [6.0], [4.0, 2.0], [5.0, 1, 1.0], [6.0], [6.0], [20.0]]","[(0, 0.0, 0.0), (1, 14, 0.7), (2, 12, 0.6), (3, 12, 0.6), (4, 14, 0.7), (5, 6, 0.3), (6, 12, 0.6), (7, 16, 0.8), (8, 14, 0.7), (9, 14, 0.7), (10, 13, 0.65), (11, 14, 0.7), (12, 14, 0.7), (13, 0.0, 0.0)]","[(1, 14.0, 15.0, 0.9333333333333333, 0, 15), (2, 12.0, 15.0, 0.8, 0, 15), (3, 12.0, 12.0, 1.0, 0, 12), (4, 14.0, 14.0, 1.0, 0, 14), (5, 6.0, 6.0, 1.0, 0, 6), (6, 12.0, 12.0, 1.0, 0, 12), (7, 16.0, 16.0, 1.0, 4, 20), (8, 14.0, 14.0, 1.0, 6, 20), (9, 14.0, 14.0, 1.0, 4, 18), (10, 13.0, 14.0, 0.9285714285714286, 5, 19), (11, 14.0, 14.0, 1.0, 6, 20), (12, 14.0, 14.0, 1.0, 6, 20)]",155,2,8.097999811172485,0.0
Experiment 14,5 Layers,22.0,"[[(0.0, 22.0)], [(8, 1), (19, 3.0)], [(12, 1), (17, 5.0)], [(18, 4.0)], [(18, 4.0)], [(0.0, 4.0), (7, 3), (11, 3), (15, 4), (21, 1.0)], [(0.0, 8.0), (10, 5), (16, 1), (19, 3.0)], [(0.0, 4.0), (6, 3), (11, 1), (13, 2), (17, 1), (20, 2.0)], [(0.0, 4.0), (6, 12), (20, 2.0)], [(0.0, 6.0), (18, 1)], [(0.0, 7.0), (19, 1), (21, 1.0)], [(0.0, 6.0)], [(0.0, 6.0)], [(0.0, 22.0)]]","[[22.0], [1, 3.0], [1, 5.0], [4.0], [4.0], [4.0, 3, 3, 4, 1.0], [8.0, 5, 1, 3.0], [4.0, 3, 1, 2, 1, 2.0], [4.0, 12, 2.0], [6.0, 1], [7.0, 1, 1.0], [6.0], [6.0], [22.0]]","[(0, 0.0, 0.0), (1, 18, 0.8181818181818182), (2, 16, 0.7272727272727273), (3, 18, 0.8181818181818182), (4, 18, 0.8181818181818182), (5, 7, 0.3181818181818182), (6, 5, 0.22727272727272727), (7, 9, 0.4090909090909091), (8, 4, 0.18181818181818182), (9, 15, 0.6818181818181818), (10, 13, 0.5909090909090909), (11, 16, 0.7272727272727273), (12, 16, 0.7272727272727273), (13, 0.0, 0.0)]","[(1, 18.0, 19.0, 0.9473684210526315, 0, 19), (2, 16.0, 17.0, 0.9411764705882353, 0, 17), (3, 18.0, 18.0, 1.0, 0, 18), (4, 18.0, 18.0, 1.0, 0, 18), (5, 7.0, 17.0, 0.4117647058823529, 4, 21), (6, 5.0, 11.0, 0.45454545454545453, 8, 19), (7, 9.0, 16.0, 0.5625, 4, 20), (8, 4.0, 16.0, 0.25, 4, 20), (9, 15.0, 16.0, 0.9375, 6, 22), (10, 13.0, 14.0, 0.9285714285714286, 7, 21), (11, 16.0, 16.0, 1.0, 6, 22), (12, 16.0, 16.0, 1.0, 6, 22)]",155,2,20.043999910354614,0.0
Experiment 14,6 Layers,27.0,"[[(0.0, 27.0)], [(13, 14.0)], [(11, 16.0)], [(5, 1), (9, 1), (13, 14.0)], [(0.0, 3.0), (9, 1), (11, 4), (16, 11.0)], [(0.0, 1.0), (10, 4), (17, 10.0)], [(0.0, 1.0), (4, 1), (13, 1), (15, 1), (19, 8.0)], [(0.0, 4.0), (7, 1), (12, 1), (15, 2), (20, 7.0)], [(0.0, 8.0), (13, 3), (18, 1), (20, 7.0)], [(0.0, 4.0), (6, 4), (13, 14.0)], [(0.0, 7.0), (13, 1)], [(0.0, 6.0)], [(0.0, 6.0), (26, 1.0)], [(0.0, 27.0)]]","[[27.0], [14.0], [16.0], [1, 1, 14.0], [3.0, 1, 4, 11.0], [1.0, 4, 10.0], [1.0, 1, 1, 1, 8.0], [4.0, 1, 1, 2, 7.0], [8.0, 3, 1, 7.0], [4.0, 4, 14.0], [7.0, 1], [6.0], [6.0, 1.0], [27.0]]","[(0, 0.0, 0.0), (1, 13, 0.48148148148148145), (2, 11, 0.4074074074074074), (3, 11, 0.4074074074074074), (4, 8, 0.2962962962962963), (5, 12, 0.4444444444444444), (6, 15, 0.5555555555555556), (7, 12, 0.4444444444444444), (8, 8, 0.2962962962962963), (9, 5, 0.18518518518518517), (10, 19, 0.7037037037037037), (11, 21, 0.7777777777777778), (12, 20, 0.7407407407407407), (13, 0.0, 0.0)]","[(1, 13.0, 13.0, 1.0, 0, 13), (2, 11.0, 11.0, 1.0, 0, 11), (3, 11.0, 13.0, 0.8461538461538461, 0, 13), (4, 8.0, 13.0, 0.6153846153846154, 3, 16), (5, 12.0, 16.0, 0.75, 1, 17), (6, 15.0, 18.0, 0.8333333333333334, 1, 19), (7, 12.0, 16.0, 0.75, 4, 20), (8, 8.0, 12.0, 0.6666666666666666, 8, 20), (9, 5.0, 9.0, 0.5555555555555556, 4, 13), (10, 19.0, 20.0, 0.95, 7, 27), (11, 21.0, 21.0, 1.0, 6, 27), (12, 20.0, 20.0, 1.0, 6, 26)]",155,2,38.20700001716614,0.0
Experiment 15,4 Layers,23.0,"[[(0.0, 23.0)], [(16, 7.0)], [(16, 7.0)], [(16, 7.0)], [(9, 14.0)], [(10, 13.0)], [(13, 10.0)], [(0.0, 3.0), (8, 1)], [(0.0, 3.0), (8, 1)], [(0.0, 3.0), (8, 1)], [(0.0, 3.0), (8, 1), (16, 7.0)], [(0.0, 3.0), (8, 2), (17, 6.0)], [(0.0, 6.0), (20, 3.0)], [(0.0, 23.0)]]","[[23.0], [7.0], [7.0], [7.0], [14.0], [13.0], [10.0], [3.0, 1], [3.0, 1], [3.0, 1], [3.0, 1, 7.0], [3.0, 2, 6.0], [6.0, 3.0], [23.0]]","[(0, 0.0, 0.0), (1, 16, 0.6956521739130435), (2, 16, 0.6956521739130435), (3, 16, 0.6956521739130435), (4, 9, 0.391304347826087), (5, 10, 0.43478260869565216), (6, 13, 0.5652173913043478), (7, 19, 0.8260869565217391), (8, 19, 0.8260869565217391), (9, 19, 0.8260869565217391), (10, 12, 0.5217391304347826), (11, 12, 0.5217391304347826), (12, 14, 0.6086956521739131), (13, 0.0, 0.0)]","[(1, 16.0, 16.0, 1.0, 0, 16), (2, 16.0, 16.0, 1.0, 0, 16), (3, 16.0, 16.0, 1.0, 0, 16), (4, 9.0, 9.0, 1.0, 0, 9), (5, 10.0, 10.0, 1.0, 0, 10), (6, 13.0, 13.0, 1.0, 0, 13), (7, 19.0, 20.0, 0.95, 3, 23), (8, 19.0, 20.0, 0.95, 3, 23), (9, 19.0, 20.0, 0.95, 3, 23), (10, 12.0, 13.0, 0.9230769230769231, 3, 16), (11, 12.0, 14.0, 0.8571428571428571, 3, 17), (12, 14.0, 14.0, 1.0, 6, 20)]",175,2,26.384000062942505,0.0
Experiment 15,5 Layers,26.0,"[[(0.0, 26.0)], [(20, 6.0)], [(21, 5.0)], [(19, 7.0)], [(17, 1), (21, 5.0)], [(0.0, 6.0), (8, 4), (16, 2), (22, 4.0)], [(0.0, 7.0), (13, 1), (16, 1), (25, 1.0)], [(0.0, 13.0), (17, 1), (24, 2.0)], [(0.0, 9.0), (13, 1), (18, 1), (25, 1.0)], [(0.0, 15.0), (18, 2)], [(0.0, 17.0), (22, 1)], [(0.0, 8.0)], [(0.0, 11.0), (14, 4), (24, 1)], [(0.0, 26.0)]]","[[26.0], [6.0], [5.0], [7.0], [1, 5.0], [6.0, 4, 2, 4.0], [7.0, 1, 1, 1.0], [13.0, 1, 2.0], [9.0, 1, 1, 1.0], [15.0, 2], [17.0, 1], [8.0], [11.0, 4, 1], [26.0]]","[(0, 0.0, 0.0), (1, 20, 0.7692307692307693), (2, 21, 0.8076923076923077), (3, 19, 0.7307692307692307), (4, 20, 0.7692307692307693), (5, 10, 0.38461538461538464), (6, 16, 0.6153846153846154), (7, 10, 0.38461538461538464), (8, 14, 0.5384615384615384), (9, 9, 0.34615384615384615), (10, 8, 0.3076923076923077), (11, 18, 0.6923076923076923), (12, 10, 0.38461538461538464), (13, 0.0, 0.0)]","[(1, 20.0, 20.0, 1.0, 0, 20), (2, 21.0, 21.0, 1.0, 0, 21), (3, 19.0, 19.0, 1.0, 0, 19), (4, 20.0, 21.0, 0.9523809523809523, 0, 21), (5, 10.0, 16.0, 0.625, 6, 22), (6, 16.0, 18.0, 0.8888888888888888, 7, 25), (7, 10.0, 11.0, 0.9090909090909091, 13, 24), (8, 14.0, 16.0, 0.875, 9, 25), (9, 9.0, 11.0, 0.8181818181818182, 15, 26), (10, 8.0, 9.0, 0.8888888888888888, 17, 26), (11, 18.0, 18.0, 1.0, 8, 26), (12, 10.0, 15.0, 0.6666666666666666, 11, 26)]",175,2,31.79200005531311,0.0
Experiment 15,6 Layers,28.0,"[[(0.0, 28.0)], [(1, 1), (5, 7), (13, 1), (15, 13.0)], [(4, 5), (10, 18.0)], [(7, 6), (15, 13.0)], [(0.0, 1.0), (19, 9.0)], [(0.0, 1.0), (23, 5.0)], [(0.0, 1.0), (21, 7.0)], [(0.0, 3.0), (7, 1), (14, 1), (19, 2), (25, 3.0)], [(0.0, 3.0), (7, 3), (12, 1), (17, 2), (23, 5.0)], [(0.0, 3.0), (9, 5), (16, 1), (27, 1.0)], [(0.0, 7.0), (8, 4), (22, 1), (26, 1)], [(0.0, 11.0), (13, 1)], [(0.0, 7.0), (8, 1), (14, 3), (20, 3)], [(0.0, 28.0)]]","[[28.0], [1, 7, 1, 13.0], [5, 18.0], [6, 13.0], [1.0, 9.0], [1.0, 5.0], [1.0, 7.0], [3.0, 1, 1, 2, 3.0], [3.0, 3, 1, 2, 5.0], [3.0, 5, 1, 1.0], [7.0, 4, 1, 1], [11.0, 1], [7.0, 1, 3, 3], [28.0]]","[(0, 0.0, 0.0), (1, 6, 0.21428571428571427), (2, 5, 0.17857142857142858), (3, 9, 0.32142857142857145), (4, 18, 0.6428571428571429), (5, 22, 0.7857142857142857), (6, 20, 0.7142857142857143), (7, 18, 0.6428571428571429), (8, 14, 0.5), (9, 18, 0.6428571428571429), (10, 15, 0.5357142857142857), (11, 16, 0.5714285714285714), (12, 14, 0.5), (13, 0.0, 0.0)]","[(1, 6.0, 15.0, 0.4, 0, 15), (2, 5.0, 10.0, 0.5, 0, 10), (3, 9.0, 15.0, 0.6, 0, 15), (4, 18.0, 18.0, 1.0, 1, 19), (5, 22.0, 22.0, 1.0, 1, 23), (6, 20.0, 20.0, 1.0, 1, 21), (7, 18.0, 22.0, 0.8181818181818182, 3, 25), (8, 14.0, 20.0, 0.7, 3, 23), (9, 18.0, 24.0, 0.75, 3, 27), (10, 15.0, 21.0, 0.7142857142857143, 7, 28), (11, 16.0, 17.0, 0.9411764705882353, 11, 28), (12, 14.0, 21.0, 0.6666666666666666, 7, 28)]",175,2,28.389000177383423,0.0
Experiment 16,4 Layers,22.0,"[[(0.0, 22.0)], [(14, 8.0)], [(14, 8.0)], [(9, 13.0)], [(10, 12.0)], [(10, 12.0)], [(13, 9.0)], [(0.0, 5.0), (19, 3.0)], [(0.0, 5.0), (19, 3.0)], [(0.0, 5.0), (19, 3.0)], [(0.0, 5.0), (20, 2.0)], [(0.0, 5.0), (20, 2.0)], [(0.0, 4.0)], [(0.0, 22.0)]]","[[22.0], [8.0], [8.0], [13.0], [12.0], [12.0], [9.0], [5.0, 3.0], [5.0, 3.0], [5.0, 3.0], [5.0, 2.0], [5.0, 2.0], [4.0], [22.0]]","[(0, 0.0, 0.0), (1, 14, 0.6363636363636364), (2, 14, 0.6363636363636364), (3, 9, 0.4090909090909091), (4, 10, 0.45454545454545453), (5, 10, 0.45454545454545453), (6, 13, 0.5909090909090909), (7, 14, 0.6363636363636364), (8, 14, 0.6363636363636364), (9, 14, 0.6363636363636364), (10, 15, 0.6818181818181818), (11, 15, 0.6818181818181818), (12, 18, 0.8181818181818182), (13, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 14.0, 14.0, 1.0, 0, 14), (3, 9.0, 9.0, 1.0, 0, 9), (4, 10.0, 10.0, 1.0, 0, 10), (5, 10.0, 10.0, 1.0, 0, 10), (6, 13.0, 13.0, 1.0, 0, 13), (7, 14.0, 14.0, 1.0, 5, 19), (8, 14.0, 14.0, 1.0, 5, 19), (9, 14.0, 14.0, 1.0, 5, 19), (10, 15.0, 15.0, 1.0, 5, 20), (11, 15.0, 15.0, 1.0, 5, 20), (12, 18.0, 18.0, 1.0, 4, 22)]",160,2,7.790999889373779,0.0
Experiment 16,5 Layers,23.0,"[[(0.0, 23.0)], [(15, 8.0)], [(18, 5.0)], [(18, 5.0)], [(19, 4.0)], [(0.0, 5.0), (9, 1), (14, 1), (18, 5.0)], [(0.0, 5.0), (17, 1), (21, 2.0)], [(0.0, 5.0), (17, 1), (21, 2.0)], [(0.0, 5.0), (13, 1), (17, 2), (22, 1.0)], [(0.0, 9.0), (12, 2), (17, 1), (19, 2), (22, 1.0)], [(0.0, 9.0), (12, 1), (16, 1), (20, 2)], [(0.0, 9.0), (12, 1), (16, 1), (20, 3.0)], [(0.0, 9.0), (12, 1), (16, 1), (18, 3), (22, 1.0)], [(0.0, 23.0)]]","[[23.0], [8.0], [5.0], [5.0], [4.0], [5.0, 1, 1, 5.0], [5.0, 1, 2.0], [5.0, 1, 2.0], [5.0, 1, 2, 1.0], [9.0, 2, 1, 2, 1.0], [9.0, 1, 1, 2], [9.0, 1, 1, 3.0], [9.0, 1, 1, 3, 1.0], [23.0]]","[(0, 0.0, 0.0), (1, 15, 0.6521739130434783), (2, 18, 0.782608695652174), (3, 18, 0.782608695652174), (4, 19, 0.8260869565217391), (5, 11, 0.4782608695652174), (6, 15, 0.6521739130434783), (7, 15, 0.6521739130434783), (8, 14, 0.6086956521739131), (9, 8, 0.34782608695652173), (10, 10, 0.43478260869565216), (11, 9, 0.391304347826087), (12, 8, 0.34782608695652173), (13, 0.0, 0.0)]","[(1, 15.0, 15.0, 1.0, 0, 15), (2, 18.0, 18.0, 1.0, 0, 18), (3, 18.0, 18.0, 1.0, 0, 18), (4, 19.0, 19.0, 1.0, 0, 19), (5, 11.0, 13.0, 0.8461538461538461, 5, 18), (6, 15.0, 16.0, 0.9375, 5, 21), (7, 15.0, 16.0, 0.9375, 5, 21), (8, 14.0, 17.0, 0.8235294117647058, 5, 22), (9, 8.0, 13.0, 0.6153846153846154, 9, 22), (10, 10.0, 14.0, 0.7142857142857143, 9, 23), (11, 9.0, 11.0, 0.8181818181818182, 9, 20), (12, 8.0, 13.0, 0.6153846153846154, 9, 22)]",160,2,9.654000043869019,0.0
Experiment 16,6 Layers,24.0,"[[(0.0, 24.0)], [(7, 1), (9, 15.0)], [(7, 3), (11, 13.0)], [(7, 1), (9, 1), (11, 13.0)], [(0.0, 3.0), (4, 2), (19, 5.0)], [(0.0, 3.0), (8, 1), (10, 1), (19, 5.0)], [(0.0, 3.0), (20, 4.0)], [(0.0, 4.0), (23, 1.0)], [(0.0, 4.0), (16, 1), (23, 1.0)], [(0.0, 4.0), (22, 2.0)], [(0.0, 10.0), (13, 1), (20, 1)], [(0.0, 14.0)], [(0.0, 8.0), (12, 3)], [(0.0, 24.0)]]","[[24.0], [1, 15.0], [3, 13.0], [1, 1, 13.0], [3.0, 2, 5.0], [3.0, 1, 1, 5.0], [3.0, 4.0], [4.0, 1.0], [4.0, 1, 1.0], [4.0, 2.0], [10.0, 1, 1], [14.0], [8.0, 3], [24.0]]","[(0, 0.0, 0.0), (1, 8, 0.3333333333333333), (2, 8, 0.3333333333333333), (3, 9, 0.375), (4, 14, 0.5833333333333334), (5, 14, 0.5833333333333334), (6, 17, 0.7083333333333334), (7, 19, 0.7916666666666666), (8, 18, 0.75), (9, 18, 0.75), (10, 12, 0.5), (11, 10, 0.4166666666666667), (12, 13, 0.5416666666666666), (13, 0.0, 0.0)]","[(1, 8.0, 9.0, 0.8888888888888888, 0, 9), (2, 8.0, 11.0, 0.7272727272727273, 0, 11), (3, 9.0, 11.0, 0.8181818181818182, 0, 11), (4, 14.0, 16.0, 0.875, 3, 19), (5, 14.0, 16.0, 0.875, 3, 19), (6, 17.0, 17.0, 1.0, 3, 20), (7, 19.0, 19.0, 1.0, 4, 23), (8, 18.0, 19.0, 0.9473684210526315, 4, 23), (9, 18.0, 18.0, 1.0, 4, 22), (10, 12.0, 14.0, 0.8571428571428571, 10, 24), (11, 10.0, 10.0, 1.0, 14, 24), (12, 13.0, 16.0, 0.8125, 8, 24)]",160,2,19.30299997329712,0.0
Experiment 17,4 Layers,20.0,"[[(0.0, 20.0)], [(17, 3.0)], [(17, 3.0)], [(11, 9.0)], [(12, 8.0)], [(12, 8.0)], [(16, 4.0)], [(0.0, 6.0), (19, 1.0)], [(0.0, 6.0), (19, 1.0)], [(0.0, 6.0), (19, 1.0)], [(0.0, 6.0), (19, 1.0)], [(0.0, 6.0), (16, 1)], [(0.0, 5.0)], [(0.0, 20.0)]]","[[20.0], [3.0], [3.0], [9.0], [8.0], [8.0], [4.0], [6.0, 1.0], [6.0, 1.0], [6.0, 1.0], [6.0, 1.0], [6.0, 1], [5.0], [20.0]]","[(0, 0.0, 0.0), (1, 17, 0.85), (2, 17, 0.85), (3, 11, 0.55), (4, 12, 0.6), (5, 12, 0.6), (6, 16, 0.8), (7, 13, 0.65), (8, 13, 0.65), (9, 13, 0.65), (10, 13, 0.65), (11, 13, 0.65), (12, 15, 0.75), (13, 0.0, 0.0)]","[(1, 17.0, 17.0, 1.0, 0, 17), (2, 17.0, 17.0, 1.0, 0, 17), (3, 11.0, 11.0, 1.0, 0, 11), (4, 12.0, 12.0, 1.0, 0, 12), (5, 12.0, 12.0, 1.0, 0, 12), (6, 16.0, 16.0, 1.0, 0, 16), (7, 13.0, 13.0, 1.0, 6, 19), (8, 13.0, 13.0, 1.0, 6, 19), (9, 13.0, 13.0, 1.0, 6, 19), (10, 13.0, 13.0, 1.0, 6, 19), (11, 13.0, 14.0, 0.9285714285714286, 6, 20), (12, 15.0, 15.0, 1.0, 5, 20)]",165,2,7.865999937057495,0.0
